# CATH_ID	S35_REPS	DOMAINS	NAME
2.60.120.550	1	26	Penton protein; domain 1
2.60.120.560	19	147	Exo-inulinase; domain 1
2.60.120.570	2	22	Particulate methane monooxygenase, b subunit. Chain: A, domain 1
2.60.120.580	1	4	Acetamidase/Formamidase-like domains
2.60.120.590	6	97	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
2.60.120.600	1	6	Domain of unknown function DUF1214, C-terminal domain
2.60.120.610	1	8	arabinofuranosyltransferase like domain
2.60.120.620	24	187	q2cbj1_9rhob like domain
2.60.120.630	1	1	mth639 domain like
2.60.120.640	1	4	gp9 
2.60.120.650	14	390	Cupin
2.60.120.660	2	47	icosahedral virus
2.60.120.670	1	6	Minor capsid protein.
2.60.120.680	2	10	GOLD domain
2.60.120.690	2	12	Proprotein convertase subtilisin/kexin type 9
2.60.120.700	1	8	
2.60.120.710	1	2	
2.60.120.720	1	3	
2.60.120.730	2	12	
2.60.120.740	2	25	
2.60.120.750	1	2	
2.60.120.760	1	3	
2.60.120.770	1	2	
2.60.120.780	2	6	
2.60.120.790	1	2	
2.60.120.800	1	27	
2.60.120.810	1	2	
2.60.120.820	3	5	
2.60.120.830	1	3	
2.60.120.860	2	9	
2.60.120.870	1	2	
2.60.120.880	2	8	
2.60.120.890	1	6	
2.60.120.920	14	66	
2.60.120.940	1	1	
2.60.120.950	2	22	
2.60.120.960	1	3	
2.60.120.970	1	8	
2.60.120.980	1	7	
2.60.120.990	1	3	
2.60.120.1000	2	7	
2.60.120.1010	2	10	
2.60.120.1020	1	4	
2.60.120.1030	2	16	
2.60.120.1040	2	2	
2.60.120.1050	1	55	
2.60.120.1060	2	16	
2.60.120.1070	1	7	
2.60.120.1080	1	8	
2.60.120.1090	1	19	
2.60.120.1100	1	1	
2.60.120.1110	1	7	
2.60.120.1120	1	9	
2.60.120.1130	1	2	
2.60.120.1140	2	4	
2.60.120.1150	1	1	
2.60.120.1160	1	12	
2.60.120.1170	1	3	
2.60.120.1180	1	11	
2.60.120.1190	1	1	
2.60.120.1200	1	1	
2.60.120.1210	1	11	
2.60.120.1220	2	9	
2.60.120.1230	1	1	
2.60.120.1240	1	6	
2.60.120.1250	1	2	
2.60.120.1260	1	2	
2.60.120.1270	1	2	
2.60.120.1290	1	2	
2.60.120.1300	1	1	
2.60.120.1310	1	20	
2.60.120.1320	1	20	
2.60.120.1330	1	20	
2.60.120.1340	1	18	
2.60.120.1350	2	2	
2.60.120.1360	1	8	
2.60.120.1370	1	2	
2.60.120.1380	1	2	
2.60.120.1390	2	4	
2.60.120.1400	1	11	
2.60.120.1420	1	4	
2.60.120.1430	1	4	
2.60.120.1440	1	3	
2.60.120.1450	1	4	
2.60.120.1460	2	2	
2.60.120.1490	4	15	
2.60.120.1500	1	2	
2.60.120.1510	1	2	
2.60.120.1520	1	5	
2.60.120.1540	4	39	
2.60.120.1560	3	43	
2.60.120.1570	2	13	
2.60.120.1580	1	7	
2.60.120.1590	1	2	
2.60.120.1600	1	3	
2.60.120.1610	1	2	
2.60.120.1620	1	4	
2.60.120.1640	1	4	
2.60.120.1660	2	35	
2.60.130.10	7	440	Aromatic compound dioxygenase
2.60.169.10	1	6	Microviridae F protein
2.60.175.10	4	383	Capsid protein VP1,Polyomavirus
2.60.175.20	1	71	Major capsid L1 (late) superfamily, Papillomavirus
2.60.200.10	7	62	
2.60.200.20	34	142	
2.60.200.30	6	96	Probable inorganic polyphosphate/atp-NAD kinase; domain 2
2.60.200.40	5	50	
2.60.200.50	1	2	
2.60.200.60	2	6	
2.60.210.10	7	138	Apoptosis, Tumor Necrosis Factor Receptor Associated Protein 2; Chain A
2.60.220.10	10	66	Polysaccharide lyase family 8-like, C-terminal
2.60.220.20	1	17	putative beta-Galactosidase from caulobacter crescentus 
2.60.220.30	3	24	
2.60.220.40	1	1	
2.60.220.50	2	3	
2.60.220.60	1	1	
2.60.240.10	2	7	Major secreted virus protein
2.60.240.20	1	3	
2.60.240.30	1	4	
2.60.250.10	1	10	Baculovirus p35
2.60.260.20	12	90	Urease metallochaperone UreE, N-terminal domain
2.60.260.40	3	4	q5lls5 like domains
2.60.260.50	1	2	
2.60.260.60	1	4	
2.60.270.20	2	121	Cytolysin/lectin
2.60.270.30	1	9	
2.60.270.50	2	5	
2.60.270.60	1	6	
2.60.290.11	3	25	TM1070-like
2.60.290.20	1	2	
2.60.300.12	6	17	HesB-like domain
2.60.310.10	2	7	Haemocyanin C-terminal domain
2.60.310.20	1	6	
2.60.320.10	4	17	N-utilization substance G protein NusG, insert domain
2.60.320.20	1	2	
2.60.320.30	1	6	
2.60.330.10	1	1	receptor-binding protein prd1-p2, domain 2
2.60.340.10	1	14	baseplate structural protein gp8, domain 1
2.60.350.10	1	12	Dextranase, N-terminal
2.60.370.10	1	2	Ctag/Cox11
2.60.390.10	2	11	Beta-galactosidase, domain 3
2.60.410.10	2	32	D-Ala-D-Ala carboxypeptidase, C-terminal domain
2.60.420.10	7	51	Maltose phosphorylase, domain 3
2.60.430.10	1	1	YopX-like domain
2.60.440.10	1	7	YacF-like domains
2.60.450.10	3	14	Lipopolysaccharide (LPS) transport protein A like domain
2.60.450.20	2	11	
2.60.460.10	1	2	protein yfey like domain
2.60.460.20	1	7	
2.60.470.10	1	22	Acid-sensing ion channels like domains
2.60.480.10	1	8	eubacterium ventriosum atcc domain
2.60.490.10	1	6	atp-gated p2x4 ion channel domain
2.60.500.10	1	2	Surface Active Protein domain
2.60.510.10	1	8	EV matrix protein 
2.60.510.20	2	8	
2.60.520.10	2	41	Phage fibre proteins
2.60.530.10	1	1	Major cell-surface adhesin PAc
2.70.9.10	3	26	Adenovirus Type 2 Hexon, domain 4
2.70.9.20	1	6	Major capsid protein Vp54
2.70.9.30	1	9	Viral coat protein p3
2.70.10.10	3	13	Thrombin Inhibitor (Hirudin), subunit I
2.70.20.10	5	36	Topoisomerase I, domain 3
2.70.20.20	2	16	
2.70.20.30	1	8	
2.70.20.40	1	13	
2.70.20.50	1	6	
2.70.20.60	1	6	
2.70.40.10	20	411	
2.70.40.20	1	1	Baculovirus telokin-like protein 20
2.70.50.30	2	46	Coagulation Factor XIII, subunit A, domain 1
2.70.50.40	2	40	GMP phosphodiesterase, delta subunit
2.70.50.50	6	47	chitin-binding protein cbp21
2.70.50.60	2	7	abc- transporter (atp binding component) like domain
2.70.50.70	6	37	
2.70.50.80	1	26	
2.70.70.10	14	71	Glucose Permease (Domain IIA)
2.70.98.10	32	513	
2.70.98.20	6	250	Copper amine oxidase, catalytic domain
2.70.98.30	4	69	Golgi alpha-mannosidase II; domain 4
2.70.98.40	4	48	Glycoside hydrolase, family 65, N-terminal domain
2.70.98.50	3	37	putative glycoside hydrolase family protein from bacillus halodurans
2.70.98.60	2	34	alpha-galactosidase from lactobacil brevis
2.70.98.70	5	25	
2.70.98.80	1	3	
2.70.98.90	1	6	
2.70.98.100	1	2	
2.70.98.110	1	1	
2.70.100.10	2	106	Glycoside hydrolase, family 7, domain
2.70.130.10	11	69	Mannose-6-phosphate receptor binding domain
2.70.150.10	3	118	Calcium-transporting ATPase, cytoplasmic transduction domain A
2.70.150.20	2	10	
2.70.160.11	12	184	Hnrnp arginine n-methyltransferase1
2.70.170.10	9	1507	Neurotransmitter-gated ion-channel ligand-binding domain
2.70.180.10	1	1	Hypothetical protein YojF
2.70.180.20	1	2	
2.70.210.12	1	4	GTP1/OBG domain
2.70.220.10	1	19	Ganglioside GM2 activator
2.70.230.10	4	18	
2.70.240.10	6	183	Leukocidin/porin MspA
2.70.240.20	1	1	
2.70.250.10	1	2	receptor-binding protein prd1-p2, domain 3
2.80.10.50	96	1378	
2.80.10.70	1	9	
2.80.20.10	1	1	Tail fiber receptor-binding protein
2.90.10.10	7	115	Bulb-type lectin domain
2.90.10.20	2	25	
2.90.10.30	1	6	
2.90.20.10	1	5	Plasmodium vivax P25 domain
2.100.10.10	6	26	Pesticidal crystal protein, central domain
2.100.10.20	1	2	Vitelline membrane outer layer protein I (VOMI)
2.100.10.30	10	295	Jacalin-like lectin domain
2.100.10.40	1	1	
2.100.10.50	2	2	
2.102.10.10	20	393	Rieske [2Fe-2S] iron-sulphur domain
2.102.20.10	1	11	Beta-galactosidase, domain 2
2.102.30.10	1	35	tm1086 (SG structure) domain
2.105.10.10	1	1	Pseudo beta propeller
2.110.10.10	6	55	Hemopexin-like domain
2.115.10.10	1	2	Tachylectin 2
2.115.10.20	34	430	Glycosyl hydrolase domain; family 43
2.120.10.10	22	698	
2.120.10.30	28	219	TolB, C-terminal domain
2.120.10.60	1	24	Tricorn protease N-terminal domain
2.120.10.70	3	56	Fucose-specific lectin
2.120.10.80	5	68	Kelch-type beta propeller
2.120.10.90	4	11	DNA gyrase/topoisomerase IV, subunit A, C-terminal
2.120.10.100	1	8	
2.130.10.10	116	1077	YVTN repeat-like/Quinoprotein amine dehydrogenase 
2.130.10.30	6	51	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
2.130.10.80	1	15	Galactose oxidase/kelch, beta-propeller
2.130.10.110	1	25	Clathrin heavy-chain terminal domain
2.130.10.120	5	50	Prolyl oligopeptidase, N-terminal domain 
2.130.10.130	3	101	Integrin alpha, N-terminal
2.130.10.150	1	34	Peptidase/esterase 'gauge' domain
2.140.10.10	3	48	Quinoprotein alcohol dehydrogenase-like superfamily
2.140.10.20	1	42	C-terminal (heme d1) domain of cytochrome cd1-nitrite reductase
2.140.10.30	5	309	
2.150.10.10	12	86	Serralysin-like metalloprotease, C-terminal
2.150.10.20	1	2	
2.160.10.10	36	617	Hexapeptide repeat proteins
2.160.10.20	3	17	Insect antifreeze protein
2.160.10.30	1	6	
2.160.20.10	42	270	Single-stranded right-handed beta-helix, Pectin lyase-like
2.160.20.20	8	38	
2.160.20.50	1	3	Insect antifreeze protein
2.160.20.60	1	9	Glutamate synthase, alpha subunit, C-terminal domain
2.160.20.70	6	22	
2.160.20.80	8	41	E3 ubiquitin-protein ligase SopA 
2.160.20.100	5	23	
2.160.20.110	1	1	
2.160.20.120	3	29	
2.160.20.130	1	15	
2.160.20.160	1	4	
2.160.30.10	1	1	heat- and protease-stable fragment of the bacteriophage t4 short fibre, domain 2
2.160.30.20	1	1	
2.170.8.10	2	108	Phosphoenolpyruvate Carboxykinase, domain 2
2.170.9.10	1	19	Adenovirus Type 2 Hexon, domain 1
2.170.11.10	2	17	DNA Topoisomerase I, domain 2
2.170.14.10	1	11	Phage P22 tailspike-like, N-terminal domain
2.170.15.10	4	26	Proaerolysin, chain A, domain 3
2.170.16.10	14	53	Hedgehog/Intein (Hint) domain
2.170.16.20	1	2	
2.170.30.10	4	165	Parvovirus coat protein VP1/VP2
2.170.40.20	3	187	Human immunodeficiency virus 1, Gp160, envelope glycoprotein
2.170.120.12	5	320	DNA-directed RNA polymerase, insert domain
2.170.120.20	2	187	Ribosomal protein L25, beta domain
2.170.120.30	4	7	
2.170.120.40	1	1	
2.170.130.10	11	76	TonB-dependent receptor, plug domain
2.170.130.20	1	1	LCCL-like domain
2.170.140.10	1	1	Chitin binding domain
2.170.150.10	4	21	Metal Binding Protein, Guanine Nucleotide Exchange Factor; Chain A
2.170.150.20	6	61	Peptide methionine sulfoxide reductase.
2.170.150.30	3	68	
2.170.150.40	1	5	
2.170.150.60	1	1	
2.170.150.70	1	8	
2.170.160.10	1	31	Endo-1,4-beta-glucanase f.  Domain 2
2.170.170.11	1	16	Malate synthase G - maily-beta sub-domain
2.170.180.11	1	6	Methuselah ectodomain, domain 2
2.170.190.11	2	55	Molybdopterin biosynthesis moea protein, domain 3.
2.170.200.10	3	13	
2.170.210.10	2	58	DNA double-strand break repair and VJ recombination XRCC4, N-terminal
2.170.210.20	6	44	
2.170.220.10	3	111	
2.170.230.10	2	14	
2.170.240.10	1	48	Collagen IV, non-collagenous
2.170.260.10	6	69	paz domain
2.170.260.20	1	5	
2.170.260.30	1	12	
2.170.260.40	1	2	
2.170.260.50	1	13	
2.170.270.10	26	241	SET domain
2.170.280.10	1	3	f41 fragment of flagellin, middle domain
2.170.290.10	1	14	baseplate structural protein gp8, domain 2
2.170.300.10	4	5	Tie2 ligand-binding domain superfamily
2.180.10.10	1	1	RHS repeat-associated core
3.10.10.10	4	549	HIV Type 1 Reverse Transcriptase, subunit A, domain 1
3.10.10.20	1	7	
3.10.20.10	19	300	
3.10.20.30	46	503	
3.10.20.70	5	358	Glutamine synthetase, N-terminal domain
3.10.20.80	1	1	Translation initiation factor 3 (IF-3), N-terminal domain
3.10.20.90	167	1642	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
3.10.20.110	2	44	
3.10.20.120	12	256	
3.10.20.130	1	10	
3.10.20.150	1	2	
3.10.20.180	2	14	
3.10.20.230	4	20	Doublecortin domain
3.10.20.250	1	1	YML108W-like
3.10.20.260	1	28	NEDD8-activating enzyme E1, catalytic subunit
3.10.20.270	1	39	TmoB-like
3.10.20.280	1	2	RnfH-like
3.10.20.300	1	1	mk0293 like domain
3.10.20.310	19	63	membrane protein fhac
3.10.20.320	4	9	Putative peptidoglycan bound protein (lpxtg motif)
3.10.20.330	1	2	
3.10.20.340	2	31	
3.10.20.350	1	3	
3.10.20.360	1	1	
3.10.20.370	2	4	
3.10.20.380	2	21	
3.10.20.390	1	2	
3.10.20.400	1	2	
3.10.20.410	3	12	
3.10.20.420	1	1	
3.10.20.430	1	9	
3.10.20.440	1	1	
3.10.20.450	1	1	
3.10.20.460	4	9	
3.10.20.470	1	4	
3.10.20.480	1	4	
3.10.20.490	3	22	
3.10.20.500	1	2	
3.10.20.510	1	6	
3.10.20.520	1	2	
3.10.20.530	1	1	
3.10.20.540	2	20	
3.10.20.550	1	5	
3.10.20.560	1	6	
3.10.20.570	1	4	
3.10.20.580	2	12	
3.10.20.590	1	18	
3.10.20.600	1	15	
3.10.20.620	3	26	
3.10.20.630	1	2	
3.10.20.650	1	1	
3.10.20.660	1	4	
3.10.20.690	1	3	
3.10.20.700	1	4	
3.10.20.710	1	8	
3.10.20.720	1	1	
3.10.20.730	1	1	
3.10.20.740	1	14	
3.10.20.750	1	2	
3.10.20.760	1	19	
3.10.20.770	2	7	
3.10.20.780	1	2	
3.10.20.790	1	7	
3.10.25.10	4	32	Formyl transferase, C-terminal domain
3.10.25.20	1	2	
3.10.28.10	25	301	Homing endonucleases
3.10.28.20	2	5	Acetamidase/Formamidase-like domains
3.10.40.10	2	26	Aerolysin/Pertussis toxin (APT), N-terminal domain
3.10.50.10	15	326	
3.10.50.20	1	8	Cloacin immunity protein
3.10.50.30	4	24	Transcription elongation factor, GreA/GreB, C-terminal domain
3.10.50.40	37	425	
3.10.50.50	1	13	
3.10.50.60	1	8	
3.10.50.70	1	20	
3.10.50.80	1	4	
3.10.100.10	50	835	Mannose-Binding Protein A, subunit A
3.10.105.10	24	223	Dipeptide-binding Protein; Domain 3
3.10.110.10	32	425	Ubiquitin Conjugating Enzyme
3.10.110.20	1	2	
3.10.120.10	9	102	Cytochrome b5-like heme/steroid binding domain
3.10.129.10	106	1146	Hotdog Thioesterase 
3.10.129.20	2	8	
3.10.129.30	1	2	
3.10.129.40	1	4	
3.10.129.50	1	21	
3.10.129.70	1	1	
3.10.129.80	1	6	
3.10.129.90	5	27	
3.10.129.110	11	41	
3.10.129.120	1	2	
3.10.130.10	10	586	Ribonuclease A-like domain
3.10.150.10	19	410	DNA Polymerase III, subunit A, domain 2
3.10.150.20	2	4	
3.10.170.10	4	163	
3.10.170.20	1	1	
3.10.180.10	90	806	2,3-Dihydroxybiphenyl 1,2-Dioxygenase, domain 1
3.10.180.20	1	7	N-Acetylglucosaminyltransferase I, Domain 2
3.10.180.40	1	4	C3-degrading proteinase like domains
3.10.180.50	2	2	
3.10.180.60	1	2	
3.10.180.70	1	4	
3.10.180.80	1	4	
3.10.180.90	1	4	
3.10.196.10	1	8	Vitamin B12-dependent methionine synthase, activation domain
3.10.200.10	12	908	Alpha carbonic anhydrase
3.10.250.10	6	21	SRCR-like domain
3.10.260.10	2	5	Transcription regulator HTH, APSES-type DNA-binding domain
3.10.260.20	2	15	Ski
3.10.260.30	1	2	
3.10.260.40	1	3	
3.10.270.10	4	196	Urate Oxidase;
3.10.280.10	3	14	Mitochondrial glycoprotein
3.10.290.10	15	359	RNA-binding S4 domain
3.10.290.20	4	15	Ubiquitin-like 2 activating enzyme e1b. Chain:  B, domain 3
3.10.290.30	1	2	MM3350-like
3.10.290.40	1	55	
3.10.290.50	1	2	
3.10.290.60	1	9	
3.10.300.10	1	8	Methylpurine-DNA glycosylase (MPG)
3.10.310.10	27	189	Diaminopimelate Epimerase; Chain A, domain 1
3.10.310.20	2	28	
3.10.310.30	4	11	
3.10.310.40	2	11	
3.10.310.50	5	10	
3.10.310.60	1	2	
3.10.310.70	1	3	
3.10.310.80	1	2	
3.10.310.90	1	3	
3.10.320.10	5	504	Class II Histocompatibility Antigen, M Beta Chain; Chain B, domain 1
3.10.330.10	8	140	
3.10.330.20	7	25	
3.10.330.40	1	9	
3.10.330.50	1	6	
3.10.330.60	1	4	
3.10.330.70	1	25	
3.10.330.80	1	1	
3.10.330.100	1	2	
3.10.330.110	2	12	
3.10.340.11	1	13	Methenyltetrahydromethanopterin Cyclohydrolase; Chain A, domain 1
3.10.350.10	10	39	LysM domain
3.10.360.10	3	24	Antimicrobial Peptide, Beta-defensin 2; Chain A
3.10.360.20	1	1	
3.10.360.30	4	9	
3.10.380.10	1	7	Colicin E3-like ribonuclease domain
3.10.380.20	1	1	
3.10.390.10	3	9	SAND domain-like
3.10.400.10	8	49	Sulfate adenylyltransferase
3.10.410.10	2	40	Formyltetrahydrofolate synthetase, domain 3
3.10.420.10	3	49	SecB-like
3.10.430.100	2	192	Ribosomal protein L9, C-terminal domain
3.10.430.110	1	3	
3.10.440.10	3	118	
3.10.450.10	14	163	
3.10.450.20	1	41	Bacteriophage PBS2, uracil-glycosylase inhibitor
3.10.450.30	8	352	Microbial ribonucleases
3.10.450.40	25	512	
3.10.450.50	113	911	
3.10.450.60	3	67	
3.10.450.70	3	34	Disulphide bond isomerase, DsbC/G, N-terminal
3.10.450.80	2	118	
3.10.450.90	2	9	
3.10.450.100	1	34	NTF2-like; domain 1
3.10.450.120	3	5	Pre-PUA domain; domain 1
3.10.450.130	1	1	folded 79 residue fragment of lin0334 like domains
3.10.450.140	1	1	dsDNA mimic, putative
3.10.450.150	1	4	enterococcus faecalis protein
3.10.450.160	2	3	inner membrane protein cigr
3.10.450.170	1	1	type vi secretion system effector-immunity co pseudomonas protegens
3.10.450.180	2	12	
3.10.450.190	1	3	
3.10.450.200	1	3	
3.10.450.210	2	14	
3.10.450.220	2	4	
3.10.450.230	4	37	
3.10.450.240	3	5	
3.10.450.250	1	6	
3.10.450.260	1	1	
3.10.450.270	1	5	
3.10.450.280	1	12	
3.10.450.290	1	1	
3.10.450.300	4	5	
3.10.450.310	1	1	
3.10.450.320	1	2	
3.10.450.330	2	28	
3.10.450.350	5	9	
3.10.450.360	4	15	
3.10.450.380	1	2	
3.10.450.390	1	1	
3.10.450.400	1	1	
3.10.450.410	1	6	
3.10.450.420	1	1	
3.10.450.430	1	3	
3.10.450.440	1	3	
3.10.450.450	1	4	
3.10.450.460	2	31	
3.10.450.480	1	1	
3.10.450.490	2	3	
3.10.450.520	1	1	
3.10.450.530	1	1	
3.10.450.540	3	18	
3.10.450.550	2	16	
3.10.450.560	1	2	
3.10.450.570	1	2	
3.10.450.580	1	2	
3.10.450.590	1	3	
3.10.450.600	1	1	
3.10.450.610	1	2	
3.10.450.620	1	3	
3.10.450.630	1	2	
3.10.450.640	1	3	
3.10.450.650	1	1	
3.10.450.660	1	12	
3.10.450.670	1	6	
3.10.450.690	1	6	
3.10.450.700	3	12	
3.10.450.710	1	2	
3.10.460.10	1	3	VSV matrix protein
3.10.460.20	1	1	
3.10.470.10	1	4	Chromosomal protein MC1
3.10.490.10	8	27	Gamma-glutamyl cyclotransferase-like
3.10.490.20	1	4	
3.10.490.30	1	4	
3.10.500.10	1	4	Staphopain proregion domain
3.10.510.10	1	1	NE1680-like
3.10.510.20	1	1	
3.10.520.10	2	3	ApbE-like domains
3.10.520.20	2	34	
3.10.530.10	1	1	CPE0013-like
3.10.540.10	2	3	duf1285 like domain
3.10.540.20	1	5	
3.10.550.10	1	1	Hypothetical protein Atu2299
3.10.560.10	3	52	Outer membrane lipoprotein wza domain like
3.10.570.10	3	7	sex pheromone staph- cam373 precursor domain
3.10.580.10	50	221	CBS-domain
3.10.580.20	1	12	
3.10.590.10	5	41	ph1033 like domains
3.10.600.10	4	69	pyruvate carboxylase f1077a mutant domain
3.10.610.10	1	1	GSPII I/J protein-like
3.10.620.10	1	2	Protein N-terminal glutamine amidohydrolase, alpha beta roll
3.10.620.30	5	25	
3.10.630.10	1	4	dip2346 domain like
3.10.640.10	2	5	Restriction endonuclease-like alpha-beta roll domain
3.10.650.10	1	11	MalF N-terminal region-like 
3.10.660.10	3	13	DPH Zinc finger
3.10.670.10	2	7	Secreted effector protein ssei.
3.10.680.10	1	1	Photosystem II CP47 reaction center protein
3.10.690.10	1	1	Bifunctional nuclease domain
3.15.10.10	4	18	Bactericidal permeability-increasing protein; domain 1
3.15.10.20	2	7	
3.15.10.30	2	14	
3.15.10.40	1	4	
3.15.10.50	1	5	
3.15.20.10	2	7	Bactericidal permeability-increasing protein; domain 2
3.15.30.10	1	1	putative capsid protein of prophage domain like
3.20.10.10	17	247	D-amino Acid Aminotransferase, subunit A, domain 2
3.20.14.10	1	21	L-fucose/L-arabinose isomerase, C-terminal
3.20.16.10	3	59	Herpesvirus/Caudovirus protease domain
3.20.19.10	5	46	Aconitase, domain 4
3.20.20.10	32	280	Alanine racemase
3.20.20.20	13	209	Dihydropteroate synthase-like
3.20.20.30	15	67	Luciferase-like domain
3.20.20.40	4	63	1, 4-beta cellobiohydrolase
3.20.20.60	25	639	Phosphoenolpyruvate-binding domains
3.20.20.70	227	5451	Aldolase class I
3.20.20.80	212	3715	Glycosidases
3.20.20.100	21	559	NADP-dependent oxidoreductase domain
3.20.20.105	2	139	Queuine tRNA-ribosyltransferase-like
3.20.20.110	7	424	Ribulose bisphosphate carboxylase, large subunit, C-terminal domain
3.20.20.120	67	1323	Enolase-like C-terminal domain
3.20.20.140	99	1236	Metal-dependent hydrolases
3.20.20.150	43	560	Divalent-metal-dependent TIM barrel enzymes
3.20.20.190	19	150	Phosphatidylinositol (PI) phosphodiesterase
3.20.20.210	9	109	
3.20.20.220	5	55	
3.20.20.240	3	43	
3.20.20.300	11	173	Glycoside hydrolase, family 3, N-terminal domain
3.20.20.330	4	33	Homocysteine-binding-like domain
3.20.20.350	1	20	Diol/glycerol dehydratase, large subunit
3.20.20.360	2	51	Malate synthase, domain 3
3.20.20.370	22	107	Glycoside hydrolase/deacetylase
3.20.20.380	3	22	Copper homeostasis (CutC) domain
3.20.20.390	4	39	FMN-linked oxidoreductases
3.20.20.400	2	12	GlpP-like
3.20.20.410	2	4	Protein of unknown function UPF0759
3.20.20.440	2	25	D-Lysine 5,6-aminomutase alpha subunit
3.20.20.450	12	88	EAL domain
3.20.20.460	1	6	Monomethylamine methyltransferase MtmB
3.20.20.470	2	44	Glucansucrase
3.20.20.480	1	3	
3.20.20.490	1	1	
3.20.20.500	1	1	
3.20.20.510	1	1	
3.20.20.520	1	4	
3.20.20.530	1	8	
3.20.20.540	1	7	
3.20.70.20	11	196	
3.20.70.40	1	24	
3.20.80.10	9	52	Regulatory factor, effector binding domain
3.20.90.10	1	7	Tubby Protein; Chain A
3.20.90.20	1	2	
3.20.100.10	3	22	mRNA triphosphatase Cet1-like
3.20.100.20	1	6	
3.20.110.10	5	67	Glycoside hydrolase 38, N terminal domain
3.20.110.20	1	5	
3.20.120.10	2	26	Hydrophobin
3.20.130.10	1	5	Fe-S hydro-lyase, tartrate dehydratase beta-type, catalytic domain
3.20.140.10	6	22	nicotinate phosphoribosyltransferase
3.20.160.10	1	4	vpa0580 domain like
3.20.170.10	1	2	ADP-ribosylation domain
3.20.170.20	1	3	
3.20.170.30	1	1	
3.20.170.40	1	1	
3.20.170.50	1	1	
3.20.180.10	5	17	PNP-oxidase-like
3.20.180.20	2	12	
3.20.190.10	8	111	MutM-like, N-terminal
3.20.200.10	2	38	MHCK/EF2 kinase
3.30.9.10	23	284	D-Amino Acid Oxidase, subunit A, domain 2
3.30.9.20	1	1	
3.30.9.30	3	11	
3.30.9.40	1	2	
3.30.9.50	6	48	
3.30.9.60	1	3	
3.30.9.80	1	4	
3.30.9.90	1	4	
3.30.9.100	1	1	
3.30.10.10	5	63	Trypsin Inhibitor V, subunit A
3.30.10.20	7	23	
3.30.20.10	1	40	Endochitinase, domain 2
3.30.30.10	24	158	Knottin, scorpion toxin-like
3.30.30.30	4	183	
3.30.30.40	1	2	
3.30.30.50	2	2	Translation initiation factor 2 beta, aIF2beta, N-terminal domain
3.30.30.60	2	25	D-lysine 5,6-aminomutase beta subunit KamE, N-terminal domain
3.30.30.70	1	1	Scorpion toxin-like
3.30.30.80	1	3	probable RNA-binding protein from clostridium symbiosum atcc 14940
3.30.30.90	3	14	
3.30.30.100	2	2	
3.30.30.110	1	1	
3.30.30.120	1	1	
3.30.30.130	1	2	
3.30.30.140	1	1	
3.30.30.160	1	3	
3.30.30.180	1	14	
3.30.30.190	1	3	
3.30.40.10	143	605	Zinc/RING finger domain, C3HC4 (zinc finger)
3.30.40.20	2	6	Chymotrypsin-like serine protease; domain 3
3.30.40.30	1	2	YqaI domain
3.30.40.60	2	8	
3.30.40.70	1	2	
3.30.40.80	1	2	
3.30.40.90	1	1	
3.30.40.100	4	16	
3.30.40.110	1	1	
3.30.40.120	1	1	
3.30.40.130	1	2	
3.30.40.140	1	8	
3.30.40.150	1	1	
3.30.40.160	6	32	
3.30.40.170	1	1	
3.30.40.180	3	3	
3.30.40.190	1	1	
3.30.40.200	7	15	
3.30.40.210	1	2	
3.30.40.220	1	2	
3.30.43.10	22	277	Uridine Diphospho-n-acetylenolpyruvylglucosamine Reductase, domain 2
3.30.43.20	1	12	
3.30.43.30	1	3	
3.30.44.10	1	4	Smk Toxin, beta chain
3.30.46.10	1	54	Glycine N-methyltransferase, chain A, domain 1
3.30.50.10	14	235	Erythroid Transcription Factor GATA-1, subunit A
3.30.50.20	1	1	prophage-derive protein ybcO
3.30.50.30	1	6	
3.30.54.10	1	8	
3.30.54.20	3	25	
3.30.56.10	7	76	
3.30.56.30	5	24	Signal recognition particle, SRP19-like subunit
3.30.56.50	1	1	Putative DNA-binding domain, N-terminal subdomain of bacterial translation initiation factor IF2
3.30.56.60	1	1	XkdW-like
3.30.56.70	2	7	
3.30.56.80	1	5	
3.30.56.90	1	1	
3.30.56.100	1	2	
3.30.56.110	1	3	
3.30.60.10	3	160	Endochitinase-like
3.30.60.20	20	128	
3.30.60.30	29	177	
3.30.60.50	3	22	Hypothetical oxidoreductase yiak; domain 3
3.30.60.60	2	20	N-acetyl transferase-like
3.30.60.70	2	35	Trimeric LpxA-like enzymes
3.30.60.80	2	13	
3.30.60.90	3	4	
3.30.60.100	1	7	
3.30.60.110	1	4	
3.30.60.120	1	2	
3.30.60.130	1	4	
3.30.60.140	1	4	
3.30.60.150	2	2	
3.30.60.160	2	2	
3.30.60.180	3	20	
3.30.60.190	1	1	
3.30.60.210	2	2	
3.30.60.220	1	1	
3.30.60.230	1	4	
3.30.60.240	1	6	
3.30.60.250	1	8	
3.30.60.260	1	3	
3.30.62.10	4	31	Nef Regulatory Factor
3.30.63.10	4	69	Guanylate Kinase phosphate binding domain
3.30.65.10	1	1	Bacterial Topoisomerase I, domain 1
3.30.66.10	2	6	DNA topoisomerase I domain
